Date Time,Voltage RMS Min (V),Voltage RMS Avg (V),Voltage RMS Max (V),Current RMS Min (A),Current RMS Avg (A),Current RMS Max (A),Real Power Min (kW),Real Power Avg (kW),Real Power Max (kW),Reactive Power Min (kVAR),Reactive Power Avg (kVAR),Reactive Power Max (kVAR),Apparent Power Min (kVA),Apparent Power Avg (kVA),Apparent Power Max (kVA),Frequency Min (Hz),Frequency Avg (Hz),Frequency Max (Hz)
2023/06/23 08:39:00,197.9,198.5,199.2,28.433,29.475,29.75,5.644,5.85,5.905,-0.14,-0.061,0.042,5.647,5.853,5.907,59.985,60.0,60.016
2023/06/23 08:40:00,198.0,200.8,209.3,0.607,22.659,29.739,-0.0,4.499,5.892,-0.23,-0.095,0.003,0.127,4.516,5.894,59.982,60.004,60.021
2023/06/23 08:41:00,197.8,198.4,199.2,29.338,29.521,29.739,5.814,5.855,5.896,-0.157,-0.065,0.022,5.818,5.858,5.899,59.992,60.002,60.013
2023/06/23 08:42:00,197.8,198.4,199.0,29.315,29.532,29.739,5.819,5.855,5.89,-0.146,-0.066,0.008,5.821,5.859,5.893,59.981,59.987,59.997
2023/06/23 08:43:00,197.7,198.3,199.0,29.292,29.544,29.739,5.814,5.856,5.894,-0.152,-0.068,0.019,5.818,5.859,5.898,59.979,59.992,60.0
2023/06/23 08:44:00,197.8,198.5,199.2,29.349,29.555,29.784,5.82,5.865,5.909,-0.159,-0.085,-0.019,5.824,5.87,5.912,59.983,59.996,60.013
2023/06/23 08:45:00,197.8,200.7,208.9,0.596,22.671,29.739,-0.0,4.497,5.902,-0.224,-0.102,-0.008,0.124,4.514,5.906,59.972,59.986,60.008
2023/06/23 08:46:00,198.2,198.7,199.2,29.383,29.578,29.796,5.835,5.874,5.913,-0.168,-0.091,-0.018,5.839,5.879,5.916,59.983,60.001,60.018
2023/06/23 08:47:00,198.0,198.5,199.1,29.395,29.601,29.807,5.822,5.872,5.907,-0.169,-0.089,-0.018,5.828,5.877,5.912,59.982,60.0,60.02
2023/06/23 08:48:00,197.1,198.5,199.1,29.395,29.613,30.059,5.829,5.875,5.918,-0.173,-0.094,-0.016,5.834,5.88,5.922,59.985,59.995,60.017
2023/06/23 08:49:00,197.5,198.3,198.9,29.441,29.635,29.922,5.819,5.871,5.914,-0.164,-0.088,-0.02,5.823,5.876,5.919,59.996,60.006,60.018
2023/06/23 08:50:00,198.0,198.4,198.9,29.441,29.647,29.853,5.839,5.877,5.916,-0.17,-0.099,-0.008,5.844,5.883,5.919,59.99,60.002,60.011
2023/06/23 08:51:00,197.8,198.3,199.0,29.452,29.658,29.876,5.834,5.877,5.918,-0.17,-0.096,-0.028,5.842,5.884,5.925,59.985,60.0,60.015
2023/06/23 08:52:00,197.7,198.4,198.9,29.452,29.658,29.876,5.834,5.878,5.92,-0.183,-0.102,-0.039,5.841,5.885,5.927,59.98,60.008,60.029
2023/06/23 08:53:00,197.3,198.1,198.7,29.498,29.67,29.865,5.825,5.872,5.911,-0.178,-0.1,-0.023,5.832,5.878,5.917,59.981,59.989,60.002
2023/06/23 08:54:00,197.7,198.1,198.7,29.441,29.681,29.899,5.833,5.877,5.91,-0.177,-0.108,-0.029,5.842,5.884,5.917,59.977,59.987,60.001
2023/06/23 08:55:00,197.7,198.2,198.8,29.521,29.693,29.945,5.839,5.88,5.93,-0.188,-0.103,-0.033,5.845,5.887,5.935,59.966,59.981,60.0
2023/06/23 08:56:00,197.9,198.3,198.8,29.509,29.716,29.922,5.85,5.885,5.921,-0.18,-0.112,-0.034,5.858,5.893,5.929,59.962,59.973,59.982
2023/06/23 08:57:00,197.6,198.1,198.6,29.532,29.727,29.91,5.843,5.882,5.916,-0.177,-0.108,-0.044,5.852,5.889,5.923,59.968,59.985,60.001
2023/06/23 08:58:00,197.4,197.9,198.5,29.532,29.727,29.933,5.84,5.878,5.914,-0.18,-0.106,-0.038,5.848,5.885,5.92,59.989,59.998,60.012
2023/06/23 08:59:00,197.2,197.8,198.5,29.532,29.727,29.933,5.834,5.875,5.919,-0.185,-0.113,-0.045,5.84,5.883,5.926,59.999,60.007,60.022
2023/06/23 09:00:00,197.1,200.3,208.8,0.596,22.808,29.91,-0.0,4.512,5.916,-0.214,-0.125,-0.038,0.124,4.533,5.924,59.994,60.014,60.034
2023/06/23 09:01:00,197.1,197.7,198.4,29.555,29.739,29.922,5.831,5.872,5.91,-0.178,-0.108,-0.034,5.84,5.88,5.917,59.977,59.989,60.017
2023/06/23 09:02:00,197.4,197.9,198.6,29.544,29.75,29.933,5.842,5.881,5.924,-0.182,-0.113,-0.039,5.851,5.89,5.932,59.986,59.998,60.014
2023/06/23 09:03:00,197.2,197.7,198.2,29.59,29.762,29.945,5.837,5.876,5.908,-0.167,-0.111,-0.045,5.849,5.884,5.917,59.972,59.988,60.004
2023/06/23 09:04:00,197.0,197.8,198.5,29.555,29.75,29.933,5.825,5.878,5.921,-0.184,-0.115,-0.038,5.835,5.887,5.929,59.973,59.988,60.005
2023/06/23 09:05:00,197.4,197.8,198.3,29.59,29.762,30.014,5.847,5.881,5.921,-0.187,-0.117,-0.053,5.857,5.89,5.929,59.978,59.989,60.001
2023/06/23 09:06:00,197.4,197.8,198.4,29.532,29.75,29.945,5.833,5.879,5.917,-0.191,-0.12,-0.065,5.842,5.888,5.926,59.969,59.978,59.991
2023/06/23 09:07:00,197.1,197.7,198.3,29.555,29.762,29.956,5.84,5.876,5.913,-0.181,-0.116,-0.042,5.849,5.885,5.921,59.958,59.969,59.98
2023/06/23 09:08:00,197.3,197.7,198.2,29.578,29.773,29.956,5.843,5.878,5.914,-0.181,-0.121,-0.053,5.854,5.888,5.923,59.962,59.975,59.991
2023/06/23 09:09:00,197.0,197.5,198.2,29.59,29.784,29.979,5.836,5.873,5.919,-0.186,-0.117,-0.048,5.845,5.883,5.925,59.969,59.979,59.987
2023/06/23 09:10:00,197.1,197.6,198.1,29.601,29.784,29.991,5.845,5.878,5.916,-0.184,-0.121,-0.058,5.853,5.888,5.923,59.974,59.984,59.993
2023/06/23 09:11:00,196.6,197.4,198.0,29.578,29.796,30.014,5.833,5.874,5.918,-0.188,-0.119,-0.041,5.844,5.884,5.925,59.971,59.98,59.996
2023/06/23 09:12:00,197.1,197.6,198.2,29.578,29.784,29.991,5.834,5.876,5.915,-0.183,-0.125,-0.072,5.845,5.886,5.924,59.969,59.988,59.999
2023/06/23 09:13:00,196.8,197.2,198.0,29.59,29.784,30.002,5.829,5.868,5.912,-0.178,-0.115,-0.055,5.838,5.877,5.921,59.977,59.995,60.007
2023/06/23 09:14:00,196.8,197.3,197.9,29.601,29.796,29.991,5.832,5.871,5.91,-0.18,-0.12,-0.058,5.842,5.881,5.918,59.98,59.991,60.004
2023/06/23 09:15:00,196.7,199.1,208.2,0.596,24.549,29.979,-0.0,4.833,5.911,-0.194,-0.121,-0.054,0.124,4.854,5.918,59.982,59.996,60.009
2023/06/23 09:16:00,194.6,197.7,205.1,9.05,28.135,30.437,1.834,5.545,5.916,-0.201,-0.121,-0.052,1.855,5.556,5.924,59.966,59.987,60.004
2023/06/23 09:17:00,196.6,197.3,198.1,29.578,29.807,29.991,5.832,5.872,5.912,-0.184,-0.123,-0.062,5.842,5.882,5.92,59.96,59.988,60.003
2023/06/23 09:18:00,196.5,197.1,197.7,29.578,29.807,30.002,5.82,5.867,5.908,-0.173,-0.107,-0.039,5.829,5.876,5.919,59.977,59.989,60.001
2023/06/23 09:19:00,196.5,197.2,197.9,29.635,29.819,30.014,5.835,5.873,5.912,-0.179,-0.118,-0.04,5.844,5.883,5.921,59.966,59.988,60.009
2023/06/23 09:20:00,195.9,197.0,197.6,29.601,29.83,30.185,5.83,5.867,5.902,-0.184,-0.115,-0.051,5.839,5.877,5.911,59.972,59.988,60.003
2023/06/23 09:21:00,196.5,197.7,198.8,29.487,29.83,30.071,5.833,5.889,5.951,-0.195,-0.12,-0.059,5.843,5.899,5.959,59.97,59.981,59.993
2023/06/23 09:22:00,197.7,198.2,198.7,29.601,29.842,30.048,5.858,5.905,5.943,-0.194,-0.117,-0.054,5.866,5.915,5.952,59.977,59.99,60.003
2023/06/23 09:23:00,198.0,198.5,199.0,29.624,29.842,30.082,5.871,5.915,5.957,-0.188,-0.125,-0.062,5.88,5.925,5.967,59.969,59.985,60.001
2023/06/23 09:24:00,197.9,198.4,199.0,29.624,29.853,30.059,5.864,5.913,5.957,-0.195,-0.125,-0.065,5.876,5.924,5.966,59.98,59.997,60.013
2023/06/23 09:25:00,197.9,198.3,198.8,29.613,29.853,30.082,5.866,5.912,5.95,-0.205,-0.125,-0.074,5.876,5.922,5.96,59.992,60.002,60.011
2023/06/23 09:26:00,197.4,198.4,199.0,29.544,29.853,30.082,5.854,5.916,5.959,-0.191,-0.128,-0.068,5.863,5.926,5.969,59.983,59.997,60.013
2023/06/23 09:27:00,197.9,198.3,198.9,29.578,29.865,30.346,5.853,5.913,5.997,-0.187,-0.131,-0.065,5.865,5.923,6.009,59.984,59.995,60.013
2023/06/23 09:28:00,197.8,198.3,198.8,29.635,29.865,30.071,5.861,5.913,5.954,-0.196,-0.127,-0.067,5.872,5.923,5.964,59.987,60.002,60.013
2023/06/23 09:29:00,197.5,198.2,198.9,29.613,29.865,30.094,5.861,5.91,5.957,-0.196,-0.118,-0.045,5.874,5.92,5.967,59.995,60.001,60.006
2023/06/23 09:30:00,197.9,198.4,199.0,28.925,29.842,30.082,5.734,5.912,5.954,-0.189,-0.128,-0.075,5.744,5.922,5.964,59.992,60.006,60.024
2023/06/23 09:31:00,197.7,200.6,209.1,0.596,22.934,30.094,-0.0,4.544,5.95,-0.225,-0.137,-0.078,0.124,4.566,5.959,59.988,60.003,60.025
2023/06/23 09:32:00,197.7,198.1,198.7,29.635,29.865,30.071,5.859,5.909,5.95,-0.187,-0.124,-0.06,5.87,5.92,5.96,59.984,59.995,60.012
2023/06/23 09:33:00,197.6,198.0,198.6,29.647,29.865,30.082,5.865,5.905,5.947,-0.185,-0.122,-0.063,5.874,5.915,5.957,59.982,59.995,60.012
2023/06/23 09:34:00,197.4,197.8,198.5,29.635,29.876,30.094,5.854,5.9,5.943,-0.19,-0.121,-0.055,5.866,5.911,5.953,59.978,59.989,60.002
2023/06/23 09:35:00,197.4,197.9,198.6,29.658,29.876,30.082,5.856,5.905,5.95,-0.19,-0.128,-0.068,5.866,5.915,5.962,59.978,59.993,60.004
2023/06/23 09:36:00,197.5,198.0,198.6,29.67,29.876,30.082,5.864,5.906,5.949,-0.191,-0.126,-0.077,5.873,5.917,5.96,59.97,59.988,60.004
2023/06/23 09:37:00,197.3,197.8,198.3,29.658,29.876,30.094,5.86,5.902,5.945,-0.188,-0.125,-0.066,5.87,5.913,5.955,59.979,59.992,60.009
2023/06/23 09:38:00,197.2,197.8,198.4,29.681,29.876,30.082,5.851,5.901,5.948,-0.183,-0.124,-0.068,5.861,5.912,5.958,59.981,59.995,60.004
2023/06/23 09:39:00,197.5,197.9,198.6,29.67,29.888,30.094,5.855,5.906,5.944,-0.189,-0.13,-0.076,5.867,5.917,5.954,59.982,59.993,60.004
2023/06/23 09:40:00,197.1,197.8,198.4,29.704,29.888,30.082,5.862,5.903,5.944,-0.184,-0.127,-0.078,5.874,5.914,5.953,59.97,59.991,60.012
2023/06/23 09:41:00,197.2,197.6,198.3,29.67,29.888,30.082,5.854,5.898,5.934,-0.185,-0.127,-0.077,5.865,5.909,5.944,59.982,59.999,60.015
2023/06/23 09:42:00,197.0,197.6,198.3,29.693,29.888,30.082,5.857,5.898,5.938,-0.184,-0.126,-0.074,5.869,5.908,5.948,59.98,59.998,60.02
2023/06/23 09:43:00,197.3,197.8,198.4,29.704,29.888,30.094,5.864,5.902,5.945,-0.187,-0.13,-0.073,5.876,5.913,5.953,59.982,60.019,60.034
2023/06/23 09:44:00,197.1,197.6,198.2,29.67,29.888,30.105,5.853,5.896,5.935,-0.191,-0.127,-0.07,5.864,5.907,5.945,59.98,60.007,60.018
2023/06/23 09:45:00,196.9,197.5,198.2,29.704,29.888,30.082,5.85,5.895,5.93,-0.19,-0.129,-0.084,5.86,5.906,5.941,59.988,60.015,60.033
2023/06/23 09:46:00,197.2,199.9,208.5,0.584,22.968,30.071,-0.0,4.533,5.931,-0.205,-0.137,-0.079,0.122,4.555,5.941,59.987,59.997,60.02
2023/06/23 09:47:00,196.7,197.3,197.9,29.67,29.876,30.071,5.842,5.886,5.923,-0.183,-0.123,-0.075,5.854,5.897,5.935,59.982,59.996,60.011
2023/06/23 09:48:00,195.9,197.2,197.8,29.681,29.888,30.185,5.834,5.884,5.921,-0.195,-0.128,-0.076,5.847,5.895,5.931,59.963,59.995,60.009
2023/06/23 09:49:00,196.5,197.3,198.1,29.693,29.888,30.162,5.841,5.889,5.931,-0.191,-0.13,-0.08,5.852,5.9,5.942,59.944,59.978,60.004
2023/06/23 09:50:00,197.2,197.5,198.0,29.704,29.888,30.094,5.859,5.895,5.93,-0.183,-0.131,-0.077,5.869,5.906,5.941,59.984,59.993,60.003
2023/06/23 09:51:00,197.0,197.4,198.0,29.681,29.888,30.094,5.852,5.892,5.936,-0.177,-0.124,-0.064,5.864,5.902,5.948,59.979,59.994,60.01
2023/06/23 09:52:00,196.8,197.3,197.9,29.693,29.888,30.071,5.85,5.89,5.932,-0.178,-0.124,-0.076,5.862,5.901,5.941,59.992,60.004,60.023
2023/06/23 09:53:00,196.8,197.4,197.9,29.681,29.899,30.082,5.855,5.893,5.931,-0.186,-0.129,-0.074,5.865,5.904,5.942,59.975,59.998,60.013
2023/06/23 09:54:00,195.6,197.2,197.8,29.647,29.899,30.357,5.828,5.888,5.927,-0.195,-0.128,-0.078,5.838,5.898,5.938,59.997,60.008,60.022
2023/06/23 09:55:00,196.4,197.2,197.8,29.681,29.899,30.14,5.847,5.888,5.925,-0.186,-0.125,-0.073,5.861,5.899,5.936,60.012,60.021,60.032
2023/06/23 09:56:00,196.7,197.2,197.8,29.693,29.899,30.094,5.849,5.887,5.922,-0.188,-0.127,-0.068,5.859,5.898,5.932,60.005,60.017,60.024
2023/06/23 09:57:00,197.1,197.5,198.1,29.704,29.899,30.117,5.853,5.895,5.94,-0.191,-0.131,-0.081,5.865,5.906,5.952,60.003,60.02,60.039
2023/06/23 09:58:00,196.9,197.3,197.9,29.704,29.899,30.082,5.849,5.891,5.927,-0.194,-0.132,-0.074,5.86,5.902,5.937,59.987,60.008,60.023
2023/06/23 09:59:00,196.8,197.5,198.0,29.704,29.899,30.105,5.857,5.896,5.932,-0.193,-0.133,-0.075,5.869,5.907,5.942,59.993,60.005,60.017
2023/06/23 10:00:00,196.9,197.4,198.0,29.681,29.91,30.117,5.855,5.894,5.933,-0.197,-0.138,-0.08,5.865,5.905,5.943,59.991,60.005,60.017
2023/06/23 10:01:00,197.0,200.0,208.6,0.584,22.923,30.105,-0.0,4.527,5.937,-0.213,-0.142,-0.08,0.122,4.55,5.946,59.994,60.006,60.018
2023/06/23 10:02:00,197.0,197.4,198.0,29.681,29.888,30.082,5.851,5.893,5.926,-0.18,-0.133,-0.08,5.862,5.904,5.936,59.975,59.997,60.013
2023/06/23 10:03:00,196.7,197.4,198.0,29.681,29.899,30.105,5.85,5.893,5.935,-0.182,-0.132,-0.081,5.861,5.904,5.944,59.973,60.008,60.03
2023/06/23 10:04:00,196.9,197.4,197.9,29.681,29.899,30.117,5.84,5.893,5.93,-0.195,-0.132,-0.083,5.852,5.904,5.941,60.004,60.015,60.03
2023/06/23 10:05:00,197.1,197.5,198.0,29.693,29.899,30.105,5.849,5.896,5.94,-0.191,-0.13,-0.083,5.862,5.908,5.949,60.0,60.013,60.025
2023/06/23 10:06:00,197.1,197.5,198.1,29.681,29.91,30.14,5.853,5.897,5.943,-0.195,-0.132,-0.068,5.865,5.908,5.952,59.998,60.007,60.019
2023/06/23 10:07:00,197.2,197.6,198.2,29.67,29.91,30.151,5.857,5.899,5.95,-0.187,-0.134,-0.072,5.868,5.91,5.96,59.995,60.01,60.019
2023/06/23 10:08:00,197.0,197.4,198.0,29.693,29.91,30.151,5.855,5.896,5.944,-0.181,-0.131,-0.082,5.866,5.907,5.954,59.993,60.007,60.017
2023/06/23 10:09:00,197.1,197.5,198.1,29.67,29.91,30.117,5.849,5.899,5.944,-0.181,-0.127,-0.072,5.86,5.91,5.953,60.008,60.015,60.026
2023/06/23 10:10:00,196.8,197.4,197.9,29.613,29.91,30.586,5.848,5.895,6.026,-0.178,-0.125,-0.068,5.857,5.906,6.036,59.986,60.001,60.013
2023/06/23 10:11:00,196.7,197.3,198.0,29.658,29.91,30.14,5.833,5.891,5.934,-0.189,-0.128,-0.075,5.846,5.902,5.946,59.987,60.006,60.021
2023/06/23 10:12:00,196.8,197.3,197.9,29.635,29.91,30.105,5.841,5.893,5.932,-0.187,-0.126,-0.065,5.852,5.903,5.941,59.988,60.006,60.022
2023/06/23 10:13:00,196.7,197.1,197.8,29.647,29.888,30.105,5.827,5.883,5.923,-0.18,-0.119,-0.067,5.838,5.894,5.933,59.976,59.987,60.006
2023/06/23 10:14:00,196.6,197.1,197.7,29.67,29.888,30.094,5.837,5.883,5.922,-0.179,-0.125,-0.077,5.847,5.894,5.931,59.987,60.003,60.013
2023/06/23 10:15:00,196.5,197.1,197.7,29.693,29.888,30.094,5.841,5.882,5.927,-0.189,-0.124,-0.07,5.852,5.893,5.936,59.982,59.995,60.005
2023/06/23 10:16:00,196.6,198.9,208.4,0.596,25.168,30.094,-0.0,4.951,5.923,-0.201,-0.131,-0.082,0.124,4.972,5.932,59.993,60.001,60.009
2023/06/23 10:17:00,196.7,198.0,206.6,4.468,27.7,30.094,0.908,5.462,5.925,-0.202,-0.134,-0.073,0.923,5.474,5.936,59.984,59.998,60.011
2023/06/23 10:18:00,196.7,197.2,197.7,29.704,29.899,30.094,5.847,5.887,5.921,-0.182,-0.131,-0.082,5.859,5.898,5.931,59.981,59.999,60.015
2023/06/23 10:19:00,196.8,197.2,197.8,29.693,29.899,30.082,5.847,5.887,5.926,-0.183,-0.128,-0.075,5.857,5.899,5.936,59.97,59.985,60.002
2023/06/23 10:20:00,196.7,197.2,197.8,29.704,29.91,30.105,5.853,5.889,5.926,-0.193,-0.136,-0.084,5.865,5.901,5.938,59.968,59.993,60.014
2023/06/23 10:21:00,196.7,197.2,197.8,29.693,29.899,30.094,5.849,5.886,5.92,-0.192,-0.136,-0.076,5.861,5.898,5.931,59.962,59.977,59.987
2023/06/23 10:22:00,196.6,197.1,197.7,29.681,29.888,30.071,5.836,5.881,5.917,-0.197,-0.14,-0.089,5.847,5.892,5.929,59.982,59.989,59.998
2023/06/23 10:23:00,196.4,197.2,197.8,29.681,29.888,30.117,5.833,5.884,5.921,-0.188,-0.138,-0.08,5.844,5.896,5.932,59.985,59.993,60.0
2023/06/23 10:24:00,196.0,197.0,197.5,29.704,29.888,30.094,5.827,5.877,5.911,-0.194,-0.13,-0.071,5.841,5.889,5.922,59.976,59.989,60.007
2023/06/23 10:25:00,196.5,197.0,197.4,29.681,29.888,30.082,5.842,5.877,5.911,-0.193,-0.134,-0.072,5.855,5.889,5.92,59.982,59.993,60.001
2023/06/23 10:26:00,196.2,196.8,197.4,29.681,29.888,30.071,5.833,5.874,5.912,-0.189,-0.132,-0.079,5.844,5.885,5.922,59.991,59.999,60.004
2023/06/23 10:27:00,196.0,196.6,197.3,29.704,29.888,30.105,5.822,5.867,5.914,-0.217,-0.132,-0.074,5.832,5.879,5.923,59.97,59.982,59.999
2023/06/23 10:28:00,196.1,196.5,197.0,29.67,29.888,30.105,5.827,5.864,5.897,-0.194,-0.126,-0.058,5.838,5.875,5.908,59.982,59.993,60.002
2023/06/23 10:29:00,196.1,196.5,197.0,29.658,29.899,30.128,5.826,5.863,5.909,-0.191,-0.135,-0.078,5.837,5.875,5.919,59.979,59.994,60.003
2023/06/23 10:30:00,195.7,196.5,197.0,29.658,29.899,30.117,5.819,5.864,5.9,-0.184,-0.134,-0.078,5.83,5.875,5.91,59.982,60.005,60.02
2023/06/23 10:31:00,195.8,196.3,196.8,29.292,29.888,30.105,5.742,5.859,5.9,-0.204,-0.136,-0.077,5.752,5.871,5.91,59.996,60.003,60.011
2023/06/23 10:32:00,196.1,199.0,207.3,0.584,23.014,30.071,-0.0,4.52,5.902,-0.205,-0.141,-0.078,0.121,4.542,5.912,59.999,60.007,60.018
2023/06/23 10:33:00,195.9,196.3,196.9,29.67,29.899,30.128,5.811,5.86,5.904,-0.202,-0.137,-0.086,5.823,5.871,5.914,59.998,60.003,60.01
2023/06/23 10:34:00,195.7,196.1,196.7,29.681,29.888,30.094,5.816,5.853,5.891,-0.196,-0.136,-0.078,5.828,5.864,5.901,59.981,59.992,60.004
2023/06/23 10:35:00,195.4,196.1,196.7,29.67,29.888,30.094,5.805,5.851,5.888,-0.187,-0.135,-0.069,5.816,5.863,5.901,59.983,59.994,60.007
2023/06/23 10:36:00,195.6,196.4,198.8,29.487,29.888,30.151,5.809,5.859,5.966,-0.186,-0.135,-0.081,5.822,5.871,5.98,59.983,59.991,60.003
2023/06/23 10:37:00,197.9,198.3,198.8,29.635,29.888,30.117,5.869,5.918,5.967,-0.194,-0.136,-0.074,5.883,5.929,5.979,59.983,59.991,59.999
2023/06/23 10:38:00,197.9,198.3,198.9,29.635,29.899,30.14,5.869,5.919,5.963,-0.208,-0.141,-0.092,5.881,5.931,5.975,59.984,59.994,60.013
2023/06/23 10:39:00,197.8,198.1,198.7,29.624,29.899,30.14,5.86,5.914,5.964,-0.191,-0.136,-0.087,5.871,5.926,5.975,59.979,59.994,60.009
2023/06/23 10:40:00,197.8,198.3,198.8,29.567,29.899,30.151,5.859,5.919,5.964,-0.197,-0.137,-0.086,5.87,5.931,5.975,59.984,60.006,60.025
2023/06/23 10:41:00,197.9,198.4,199.0,29.647,29.899,30.14,5.871,5.922,5.971,-0.199,-0.138,-0.088,5.882,5.934,5.981,59.979,60.003,60.018
2023/06/23 10:42:00,197.6,198.1,198.6,29.647,29.899,30.151,5.861,5.913,5.964,-0.194,-0.13,-0.075,5.873,5.925,5.974,59.994,60.008,60.021
2023/06/23 10:43:00,197.7,198.2,198.8,29.624,29.899,30.128,5.855,5.916,5.957,-0.194,-0.131,-0.075,5.868,5.927,5.966,59.992,60.007,60.017
2023/06/23 10:44:00,197.7,198.2,198.7,29.624,29.899,30.151,5.864,5.916,5.962,-0.197,-0.131,-0.073,5.875,5.927,5.973,59.986,59.998,60.016
2023/06/23 10:45:00,196.5,198.1,198.7,29.601,29.899,30.357,5.824,5.915,5.957,-0.193,-0.133,-0.078,5.836,5.926,5.967,59.987,59.995,60.006
2023/06/23 10:46:00,197.5,197.9,198.6,29.67,29.899,30.094,5.866,5.908,5.954,-0.193,-0.125,-0.069,5.877,5.919,5.965,59.985,60.001,60.01
2023/06/23 10:47:00,197.5,200.4,208.7,0.596,22.968,30.094,-0.0,4.543,5.945,-0.206,-0.137,-0.082,0.124,4.565,5.955,59.979,59.997,60.015
2023/06/23 10:48:00,197.6,198.6,200.4,26.783,29.544,30.105,5.347,5.858,5.973,-0.213,-0.136,-0.079,5.361,5.87,5.984,59.985,59.992,60.009
2023/06/23 10:49:00,200.0,202.5,205.3,14.045,20.379,26.978,2.856,4.108,5.385,-0.219,-0.182,-0.117,2.877,4.123,5.398,59.973,59.99,59.999
2023/06/23 10:50:00,204.8,205.4,206.0,12.063,12.372,14.171,2.46,2.522,2.884,-0.201,-0.173,-0.154,2.481,2.542,2.904,59.963,59.978,59.987
2023/06/23 10:51:00,204.9,205.3,205.9,12.097,12.235,12.704,2.464,2.494,2.592,-0.194,-0.172,-0.155,2.483,2.514,2.612,59.96,59.982,59.998
2023/06/23 10:52:00,205.2,205.8,207.8,6.152,11.57,12.406,1.259,2.367,2.522,-0.192,-0.164,-0.135,1.278,2.383,2.542,59.977,59.991,60.005
2023/06/23 10:53:00,205.6,206.4,207.1,8.683,9.6,10.952,1.784,1.971,2.244,-0.172,-0.154,-0.137,1.795,1.983,2.253,59.979,59.984,59.99
2023/06/23 10:54:00,206.3,206.8,207.2,7.79,8.294,8.935,1.599,1.703,1.831,-0.17,-0.154,-0.141,1.611,1.716,1.843,59.977,59.988,59.998
2023/06/23 10:55:00,206.6,207.3,207.9,6.667,7.045,8.019,1.368,1.446,1.647,-0.167,-0.15,-0.138,1.383,1.461,1.659,59.978,59.994,60.004
2023/06/23 10:56:00,207.2,207.7,208.3,5.98,6.427,6.942,1.228,1.321,1.423,-0.162,-0.147,-0.135,1.244,1.337,1.437,59.984,59.992,60.007
2023/06/23 10:57:00,207.4,208.1,208.9,3.929,4.869,6.289,0.804,0.995,1.269,-0.158,-0.136,-0.125,0.826,1.014,1.287,59.983,59.999,60.019
2023/06/23 10:58:00,208.1,208.5,209.1,4.044,4.135,4.33,0.823,0.843,0.873,-0.138,-0.131,-0.124,0.842,0.863,0.896,59.985,60.005,60.021
2023/06/23 10:59:00,207.7,208.5,209.0,4.009,4.113,4.319,0.817,0.839,0.872,-0.138,-0.131,-0.124,0.836,0.859,0.893,59.987,59.992,59.998
2023/06/23 11:00:00,208.2,208.7,209.3,4.009,4.101,4.307,0.82,0.837,0.872,-0.139,-0.131,-0.125,0.839,0.858,0.892,59.981,60.002,60.018
2023/06/23 11:01:00,208.3,208.8,209.3,3.987,4.101,4.296,0.818,0.836,0.871,-0.139,-0.131,-0.124,0.838,0.857,0.889,59.988,60.005,60.02
2023/06/23 11:02:00,208.1,208.9,210.5,0.596,3.872,4.422,-0.0,0.78,0.902,-0.138,-0.13,-0.118,0.125,0.809,0.922,59.978,60.001,60.018
