Date Time,Voltage RMS Min (V),Voltage RMS Avg (V),Voltage RMS Max (V),Current RMS Min (A),Current RMS Avg (A),Current RMS Max (A),Real Power Min (kW),Real Power Avg (kW),Real Power Max (kW),Reactive Power Min (kVAR),Reactive Power Avg (kVAR),Reactive Power Max (kVAR),Apparent Power Min (kVA),Apparent Power Avg (kVA),Apparent Power Max (kVA),Frequency Min (Hz),Frequency Avg (Hz),Frequency Max (Hz)
2023/06/22 11:50:00,198.1,198.6,199.1,28.685,28.891,29.097,5.694,5.732,5.772,-0.18,-0.164,-0.151,5.7,5.738,5.778,59.986,59.996,60.007
2023/06/22 11:51:00,198.1,198.6,199.1,28.685,28.902,29.097,5.691,5.734,5.774,-0.175,-0.164,-0.151,5.697,5.74,5.78,59.979,59.989,60.015
2023/06/22 11:52:00,198.0,198.6,199.1,28.685,28.902,29.131,5.696,5.734,5.77,-0.178,-0.164,-0.153,5.702,5.74,5.777,60.0,60.008,60.024
2023/06/22 11:53:00,198.0,198.5,199.2,28.696,28.902,29.097,5.696,5.734,5.772,-0.175,-0.164,-0.152,5.701,5.74,5.778,59.994,60.008,60.02
2023/06/22 11:54:00,197.9,198.4,199.0,28.662,28.891,29.086,5.684,5.728,5.764,-0.178,-0.164,-0.151,5.691,5.735,5.769,59.987,59.999,60.012
2023/06/22 11:55:00,198.0,198.6,199.1,28.685,28.891,29.109,5.689,5.732,5.769,-0.177,-0.164,-0.151,5.695,5.738,5.774,59.976,59.993,60.013
2023/06/22 11:56:00,198.0,198.6,199.2,28.696,28.891,29.12,5.69,5.735,5.781,-0.177,-0.164,-0.152,5.696,5.741,5.787,59.993,60.007,60.024
2023/06/22 11:57:00,198.4,198.7,199.2,28.696,28.902,29.109,5.699,5.739,5.781,-0.175,-0.164,-0.154,5.704,5.745,5.786,59.989,60.004,60.017
2023/06/22 11:58:00,198.1,198.8,199.3,28.696,28.902,29.097,5.696,5.74,5.777,-0.176,-0.164,-0.152,5.701,5.746,5.782,60.01,60.018,60.026
2023/06/22 11:59:00,198.3,198.8,199.3,28.696,28.891,29.097,5.702,5.739,5.784,-0.175,-0.164,-0.153,5.708,5.745,5.789,60.004,60.019,60.029
2023/06/22 12:00:00,198.3,198.8,199.4,28.673,28.902,29.109,5.702,5.741,5.786,-0.175,-0.164,-0.15,5.708,5.747,5.791,59.962,59.992,60.028
2023/06/22 12:01:00,198.2,198.8,199.3,28.673,28.891,29.097,5.688,5.739,5.777,-0.175,-0.164,-0.154,5.693,5.745,5.784,59.997,60.007,60.015
2023/06/22 12:02:00,197.9,198.7,199.2,28.673,28.891,29.097,5.695,5.736,5.778,-0.175,-0.164,-0.151,5.701,5.742,5.784,59.999,60.008,60.019
2023/06/22 12:03:00,198.3,198.8,199.3,28.673,28.891,29.097,5.694,5.739,5.78,-0.175,-0.164,-0.154,5.7,5.745,5.785,59.984,60.0,60.025
2023/06/22 12:04:00,198.0,198.6,199.2,28.685,28.902,29.131,5.702,5.736,5.776,-0.176,-0.164,-0.153,5.708,5.742,5.781,59.987,60.003,60.014
2023/06/22 12:05:00,197.9,198.6,199.2,28.708,28.902,29.086,5.696,5.736,5.773,-0.176,-0.164,-0.152,5.702,5.742,5.78,59.982,59.996,60.008
2023/06/22 12:06:00,198.2,198.7,199.2,28.696,28.902,29.12,5.7,5.739,5.78,-0.177,-0.164,-0.151,5.706,5.745,5.786,59.988,60.001,60.01
2023/06/22 12:07:00,198.4,198.8,199.3,28.696,28.902,29.177,5.705,5.741,5.783,-0.174,-0.164,-0.151,5.709,5.748,5.788,59.979,59.994,60.007
2023/06/22 12:08:00,198.2,198.7,199.2,28.673,28.902,29.12,5.7,5.739,5.776,-0.175,-0.164,-0.151,5.705,5.745,5.783,59.975,59.989,60.003
2023/06/22 12:09:00,198.1,198.7,199.2,28.685,28.902,29.109,5.696,5.738,5.77,-0.174,-0.164,-0.153,5.703,5.744,5.776,59.976,59.986,59.999
2023/06/22 12:10:00,198.2,198.7,199.3,28.685,28.902,29.131,5.693,5.74,5.779,-0.176,-0.164,-0.151,5.698,5.746,5.784,59.963,59.977,59.99
2023/06/22 12:11:00,196.6,198.7,199.3,28.708,28.914,29.223,5.678,5.74,5.779,-0.182,-0.163,-0.153,5.683,5.746,5.784,59.979,59.994,60.007
2023/06/22 12:12:00,198.3,198.6,199.2,28.685,28.902,29.074,5.695,5.737,5.768,-0.174,-0.163,-0.151,5.701,5.743,5.774,59.976,59.991,60.006
2023/06/22 12:13:00,198.2,198.6,199.1,28.673,28.902,29.086,5.7,5.736,5.773,-0.174,-0.163,-0.151,5.707,5.742,5.779,59.986,59.994,60.003
2023/06/22 12:14:00,198.1,198.6,199.2,28.696,28.914,29.109,5.692,5.738,5.779,-0.174,-0.163,-0.152,5.699,5.744,5.785,59.984,59.99,60.0
2023/06/22 12:15:00,198.3,198.7,199.3,28.708,28.914,29.109,5.7,5.741,5.779,-0.176,-0.164,-0.153,5.707,5.747,5.784,59.978,59.987,59.998
2023/06/22 12:16:00,198.1,198.7,199.2,28.662,28.902,29.12,5.697,5.739,5.777,-0.175,-0.164,-0.153,5.703,5.745,5.782,59.976,59.991,60.005
2023/06/22 12:17:00,198.2,198.7,199.2,28.708,28.925,29.131,5.705,5.744,5.787,-0.175,-0.163,-0.151,5.71,5.75,5.794,59.969,59.977,59.989
2023/06/22 12:18:00,198.3,198.7,199.3,28.696,28.902,29.12,5.695,5.741,5.78,-0.174,-0.164,-0.152,5.701,5.747,5.785,59.964,59.975,59.986
2023/06/22 12:19:00,198.1,198.6,199.2,28.673,28.902,29.086,5.69,5.736,5.772,-0.177,-0.164,-0.152,5.697,5.742,5.778,59.961,59.971,59.98
2023/06/22 12:20:00,198.1,199.4,201.0,28.582,28.891,29.086,5.681,5.759,5.819,-0.18,-0.166,-0.15,5.687,5.765,5.825,59.954,59.969,59.973
2023/06/22 12:21:00,197.5,199.2,200.8,28.708,28.902,29.143,5.672,5.752,5.82,-0.179,-0.167,-0.15,5.677,5.758,5.827,59.967,59.975,59.99
2023/06/22 12:22:00,197.4,198.0,198.6,28.639,28.902,29.074,5.664,5.717,5.752,-0.176,-0.165,-0.153,5.671,5.723,5.759,59.967,59.979,59.988
2023/06/22 12:23:00,197.5,198.0,198.6,28.708,28.914,29.131,5.672,5.719,5.768,-0.176,-0.164,-0.15,5.677,5.725,5.774,59.977,59.987,59.998
2023/06/22 12:24:00,197.6,198.1,198.7,28.708,28.914,29.109,5.68,5.722,5.764,-0.176,-0.164,-0.151,5.685,5.728,5.769,59.97,59.981,59.993
2023/06/22 12:25:00,197.8,198.3,198.8,28.662,28.902,29.143,5.685,5.726,5.767,-0.176,-0.164,-0.149,5.689,5.732,5.773,59.971,59.98,59.991
2023/06/22 12:26:00,197.8,198.2,198.7,28.639,28.902,29.154,5.684,5.725,5.756,-0.177,-0.164,-0.152,5.691,5.731,5.762,59.967,59.976,59.983
2023/06/22 12:27:00,197.8,198.2,198.8,28.673,28.879,29.097,5.682,5.721,5.76,-0.176,-0.165,-0.15,5.688,5.727,5.767,59.977,59.984,59.992
2023/06/22 12:28:00,197.8,198.2,198.8,28.673,28.902,29.097,5.678,5.724,5.757,-0.176,-0.164,-0.152,5.683,5.73,5.765,59.971,59.985,59.997
2023/06/22 12:29:00,192.3,198.3,199.1,28.57,28.902,29.693,5.583,5.727,5.769,-0.208,-0.164,-0.15,5.589,5.733,5.774,59.981,59.993,60.011
2023/06/22 12:30:00,197.8,198.3,198.7,28.673,28.902,29.097,5.685,5.726,5.762,-0.175,-0.164,-0.153,5.691,5.732,5.767,59.978,59.993,60.01
2023/06/22 12:31:00,197.9,198.4,198.8,28.685,28.902,29.086,5.693,5.727,5.761,-0.176,-0.164,-0.152,5.698,5.733,5.767,59.978,59.993,60.008
2023/06/22 12:32:00,197.8,198.3,198.9,28.662,28.902,29.12,5.685,5.726,5.767,-0.178,-0.164,-0.152,5.69,5.732,5.773,59.969,59.988,60.003
2023/06/22 12:33:00,197.9,198.3,198.8,28.696,28.902,29.086,5.688,5.727,5.766,-0.176,-0.164,-0.152,5.693,5.733,5.77,59.988,59.995,60.003
2023/06/22 12:34:00,197.8,198.2,198.7,28.685,28.902,29.074,5.684,5.723,5.758,-0.177,-0.164,-0.149,5.689,5.729,5.765,59.982,59.993,60.003
2023/06/22 12:35:00,197.5,198.0,198.5,28.65,28.891,29.109,5.674,5.718,5.753,-0.177,-0.164,-0.154,5.681,5.724,5.76,59.975,59.988,60.002
2023/06/22 12:36:00,197.6,198.1,198.7,28.696,28.902,29.12,5.679,5.721,5.763,-0.176,-0.164,-0.152,5.686,5.727,5.769,59.978,59.992,60.007
2023/06/22 12:37:00,197.6,198.1,198.7,28.696,28.902,29.086,5.679,5.721,5.759,-0.176,-0.164,-0.152,5.683,5.727,5.764,59.992,60.008,60.017
2023/06/22 12:38:00,197.6,198.2,198.8,28.673,28.891,29.086,5.68,5.722,5.766,-0.176,-0.164,-0.152,5.687,5.728,5.771,59.993,60.008,60.016
2023/06/22 12:39:00,197.5,198.2,198.8,28.696,28.902,29.086,5.681,5.724,5.765,-0.175,-0.164,-0.151,5.687,5.73,5.77,60.009,60.017,60.027
2023/06/22 12:40:00,197.3,198.0,198.6,28.708,28.902,29.131,5.679,5.718,5.756,-0.179,-0.165,-0.154,5.684,5.724,5.761,60.006,60.011,60.017
2023/06/22 12:41:00,195.4,197.8,198.4,28.685,28.902,29.235,5.65,5.712,5.752,-0.178,-0.165,-0.153,5.656,5.718,5.757,59.994,60.013,60.031
2023/06/22 12:42:00,197.4,198.0,198.6,28.662,28.914,29.097,5.666,5.718,5.759,-0.179,-0.165,-0.152,5.671,5.724,5.764,60.011,60.022,60.037
2023/06/22 12:43:00,197.5,197.9,198.5,28.696,28.914,29.109,5.679,5.717,5.753,-0.179,-0.165,-0.153,5.686,5.724,5.759,60.003,60.012,60.022
2023/06/22 12:44:00,197.4,197.9,198.5,28.708,28.902,29.143,5.679,5.714,5.751,-0.177,-0.165,-0.152,5.684,5.72,5.758,60.007,60.019,60.032
2023/06/22 12:45:00,197.4,197.9,198.4,28.719,28.914,29.097,5.68,5.717,5.752,-0.177,-0.165,-0.152,5.686,5.723,5.758,60.01,60.024,60.037
2023/06/22 12:46:00,197.3,197.8,198.3,28.673,28.914,29.097,5.67,5.714,5.751,-0.176,-0.165,-0.153,5.674,5.72,5.758,59.996,60.009,60.029
2023/06/22 12:47:00,197.4,197.9,198.4,28.673,28.902,29.097,5.674,5.715,5.759,-0.175,-0.164,-0.151,5.679,5.721,5.766,60.007,60.014,60.023
2023/06/22 12:48:00,197.3,197.7,198.3,28.685,28.902,29.109,5.671,5.711,5.748,-0.178,-0.164,-0.152,5.676,5.717,5.755,59.996,60.014,60.03
2023/06/22 12:49:00,197.4,197.8,198.3,28.708,28.902,29.131,5.675,5.713,5.756,-0.178,-0.164,-0.151,5.681,5.719,5.762,59.994,60.009,60.015
2023/06/22 12:50:00,197.4,197.8,198.3,28.673,28.914,29.131,5.665,5.713,5.753,-0.176,-0.164,-0.151,5.67,5.719,5.76,59.999,60.007,60.013
2023/06/22 12:51:00,197.4,197.9,198.5,28.627,28.902,29.097,5.678,5.716,5.749,-0.176,-0.164,-0.153,5.685,5.723,5.756,59.993,60.01,60.023
2023/06/22 12:52:00,197.3,197.8,198.4,28.673,28.902,29.097,5.673,5.714,5.751,-0.176,-0.164,-0.152,5.68,5.72,5.757,59.967,59.995,60.019
2023/06/22 12:53:00,197.6,197.9,198.4,28.685,28.914,29.131,5.678,5.717,5.754,-0.175,-0.164,-0.152,5.684,5.723,5.761,59.985,59.998,60.011
2023/06/22 12:54:00,197.3,197.8,198.4,28.685,28.925,29.143,5.672,5.718,5.757,-0.177,-0.164,-0.153,5.68,5.724,5.764,59.987,60.003,60.019
2023/06/22 12:55:00,197.4,197.8,198.3,28.719,28.925,29.12,5.679,5.717,5.75,-0.175,-0.164,-0.15,5.687,5.723,5.756,59.988,59.998,60.007
2023/06/22 12:56:00,197.1,197.8,198.4,28.662,28.914,29.097,5.666,5.713,5.747,-0.177,-0.164,-0.153,5.671,5.719,5.753,59.994,60.001,60.01
2023/06/22 12:57:00,197.3,197.8,198.4,28.685,28.902,29.109,5.677,5.713,5.752,-0.175,-0.164,-0.153,5.682,5.719,5.758,59.985,60.001,60.017
2023/06/22 12:58:00,197.1,197.7,198.3,28.685,28.914,29.097,5.671,5.71,5.751,-0.175,-0.163,-0.148,5.677,5.716,5.757,59.978,60.0,60.015
2023/06/22 12:59:00,197.0,197.8,198.3,28.708,28.902,29.109,5.66,5.712,5.755,-0.175,-0.164,-0.153,5.668,5.718,5.761,59.978,59.989,60.002
2023/06/22 13:00:00,197.1,197.8,198.5,28.696,28.914,29.143,5.666,5.715,5.764,-0.175,-0.163,-0.148,5.671,5.721,5.769,59.974,60.004,60.016
2023/06/22 13:01:00,197.3,197.8,198.4,28.673,28.914,29.097,5.665,5.714,5.752,-0.174,-0.164,-0.151,5.671,5.72,5.758,60.001,60.011,60.023
2023/06/22 13:02:00,197.3,197.7,198.4,28.673,28.902,29.109,5.665,5.709,5.754,-0.173,-0.163,-0.15,5.671,5.715,5.759,59.989,60.001,60.013
2023/06/22 13:03:00,197.3,197.7,198.3,28.673,28.891,29.12,5.659,5.71,5.753,-0.178,-0.163,-0.152,5.665,5.716,5.759,60.0,60.007,60.015
2023/06/22 13:04:00,197.0,197.6,198.2,28.696,28.902,29.12,5.664,5.704,5.754,-0.174,-0.163,-0.151,5.67,5.71,5.761,59.991,60.01,60.028
2023/06/22 13:05:00,197.2,197.8,198.3,28.719,28.914,29.097,5.673,5.712,5.75,-0.176,-0.163,-0.151,5.679,5.719,5.756,59.988,59.996,60.009
2023/06/22 13:06:00,197.0,197.6,198.1,28.685,28.914,29.143,5.665,5.707,5.745,-0.176,-0.163,-0.151,5.671,5.713,5.751,59.999,60.012,60.026
2023/06/22 13:07:00,197.1,197.5,198.0,28.696,28.914,29.12,5.67,5.707,5.743,-0.175,-0.163,-0.151,5.676,5.713,5.749,59.992,60.004,60.016
2023/06/22 13:08:00,197.0,197.5,198.2,28.719,28.914,29.097,5.665,5.705,5.748,-0.175,-0.162,-0.15,5.67,5.711,5.753,59.984,60.002,60.017
2023/06/22 13:09:00,197.2,197.7,198.2,28.696,28.914,29.166,5.669,5.71,5.759,-0.175,-0.163,-0.152,5.674,5.716,5.765,59.993,60.002,60.014
2023/06/22 13:10:00,197.2,197.6,198.1,28.673,28.902,29.12,5.663,5.709,5.743,-0.175,-0.163,-0.152,5.67,5.715,5.749,59.977,59.985,60.0
2023/06/22 13:11:00,197.0,197.6,198.2,28.662,28.902,29.109,5.666,5.706,5.745,-0.176,-0.162,-0.15,5.672,5.712,5.751,59.976,59.99,60.003
2023/06/22 13:12:00,197.1,197.6,198.2,28.662,28.914,29.12,5.661,5.71,5.755,-0.174,-0.162,-0.146,5.666,5.716,5.76,59.977,59.984,59.991
2023/06/22 13:13:00,197.0,197.6,198.1,28.673,28.902,29.131,5.662,5.706,5.753,-0.177,-0.162,-0.15,5.667,5.712,5.759,59.967,59.981,59.992
2023/06/22 13:14:00,196.8,197.4,198.1,28.696,28.891,29.074,5.659,5.698,5.739,-0.172,-0.162,-0.151,5.665,5.704,5.744,59.98,60.0,60.011
2023/06/22 13:15:00,196.8,197.3,197.9,28.673,28.902,29.086,5.651,5.698,5.736,-0.173,-0.161,-0.149,5.658,5.704,5.742,59.977,59.988,60.007
2023/06/22 13:16:00,196.6,197.3,197.9,28.685,28.902,29.097,5.652,5.697,5.739,-0.173,-0.161,-0.15,5.657,5.703,5.745,59.983,59.991,60.015
2023/06/22 13:17:00,196.7,197.3,197.8,28.685,28.902,29.086,5.65,5.698,5.737,-0.173,-0.161,-0.148,5.655,5.704,5.743,59.983,59.996,60.013
2023/06/22 13:18:00,196.7,197.3,197.9,28.673,28.902,29.109,5.647,5.697,5.734,-0.172,-0.161,-0.148,5.652,5.703,5.74,59.984,60.002,60.018
2023/06/22 13:19:00,196.8,197.3,198.0,28.708,28.914,29.109,5.655,5.7,5.741,-0.173,-0.161,-0.148,5.661,5.706,5.748,59.98,59.989,59.998
2023/06/22 13:20:00,197.1,197.4,197.9,28.685,28.914,29.12,5.668,5.704,5.743,-0.174,-0.161,-0.149,5.674,5.71,5.749,59.983,60.008,60.022
2023/06/22 13:21:00,196.6,197.4,198.0,28.696,28.914,29.131,5.647,5.703,5.749,-0.173,-0.16,-0.149,5.653,5.709,5.757,60.004,60.015,60.026
2023/06/22 13:22:00,197.0,197.4,198.0,28.696,28.902,29.109,5.658,5.701,5.737,-0.172,-0.161,-0.148,5.665,5.707,5.742,59.99,60.011,60.022
2023/06/22 13:23:00,197.1,197.5,198.0,28.673,28.914,29.166,5.665,5.706,5.746,-0.174,-0.161,-0.149,5.67,5.712,5.752,59.988,60.0,60.015
2023/06/22 13:24:00,197.0,197.5,198.1,28.696,28.914,29.12,5.666,5.707,5.743,-0.172,-0.161,-0.15,5.671,5.714,5.749,59.994,60.002,60.011
2023/06/22 13:25:00,197.0,197.5,198.1,28.673,28.914,29.109,5.667,5.706,5.745,-0.173,-0.161,-0.149,5.674,5.712,5.749,59.985,60.005,60.021
2023/06/22 13:26:00,197.2,197.6,198.1,28.719,28.914,29.109,5.668,5.707,5.745,-0.177,-0.161,-0.148,5.674,5.713,5.751,59.98,59.988,59.996
2023/06/22 13:27:00,197.1,197.6,198.1,28.685,28.914,29.12,5.674,5.709,5.746,-0.172,-0.161,-0.147,5.681,5.715,5.752,59.983,59.994,60.003
2023/06/22 13:28:00,197.2,197.6,198.3,28.685,28.902,29.109,5.666,5.707,5.745,-0.175,-0.161,-0.149,5.673,5.713,5.752,59.983,59.993,60.005
2023/06/22 13:29:00,197.2,197.7,198.1,28.696,28.902,29.097,5.668,5.708,5.748,-0.174,-0.161,-0.15,5.674,5.715,5.754,59.977,59.994,60.016
2023/06/22 13:30:00,197.4,197.8,198.5,28.65,28.891,29.097,5.663,5.712,5.75,-0.174,-0.161,-0.149,5.668,5.718,5.756,59.975,59.995,60.022
2023/06/22 13:31:00,197.3,197.8,198.4,28.673,28.914,29.097,5.664,5.714,5.754,-0.172,-0.161,-0.148,5.67,5.72,5.76,59.998,60.007,60.017
2023/06/22 13:32:00,197.2,197.7,198.3,28.696,28.891,29.086,5.662,5.707,5.745,-0.174,-0.161,-0.145,5.667,5.713,5.751,59.982,59.999,60.013
2023/06/22 13:33:00,197.3,197.7,198.2,28.673,28.902,29.12,5.664,5.709,5.746,-0.172,-0.161,-0.148,5.67,5.715,5.753,59.994,60.005,60.016
2023/06/22 13:34:00,197.0,197.7,198.3,28.696,28.902,29.086,5.669,5.708,5.746,-0.172,-0.161,-0.147,5.674,5.715,5.752,59.997,60.009,60.02
2023/06/22 13:35:00,197.0,197.4,198.1,28.662,28.891,29.12,5.654,5.7,5.741,-0.172,-0.16,-0.146,5.662,5.706,5.746,59.982,59.994,60.014
2023/06/22 13:36:00,196.8,197.5,198.1,28.662,28.891,29.109,5.655,5.703,5.743,-0.171,-0.16,-0.148,5.66,5.709,5.751,59.983,59.992,60.003
2023/06/22 13:37:00,197.2,197.7,198.1,28.673,28.891,29.109,5.666,5.707,5.747,-0.171,-0.16,-0.147,5.672,5.713,5.753,59.978,60.0,60.02
